producer_cpu,consumer_cpu,producer_socket,consumer_socket,producer_core,consumer_core,producer_smt,consumer_smt,width,round,pinned,throughput_mps
3,1,0,0,3,1,0,0,5,4,1,684.651
3,1,0,0,3,1,0,0,6,0,1,732.648
3,1,0,0,3,1,0,0,6,1,1,726.101
3,1,0,0,3,1,0,0,6,2,1,719.576
3,1,0,0,3,1,0,0,6,3,1,705.185
3,1,0,0,3,1,0,0,6,4,1,734.446
3,1,0,0,3,1,0,0,7,0,1,730.13
3,1,0,0,3,1,0,0,7,1,1,742.597
3,1,0,0,3,1,0,0,7,2,1,728.936
3,1,0,0,3,1,0,0,7,3,1,727.766
3,1,0,0,3,1,0,0,7,4,1,734.176
3,1,0,0,3,1,0,0,8,0,1,888.098
3,1,0,0,3,1,0,0,8,1,1,889.21
3,1,0,0,3,1,0,0,8,2,1,910.612
3,1,0,0,3,1,0,0,8,3,1,886.274
3,1,0,0,3,1,0,0,8,4,1,935.052
3,2,0,0,3,2,0,0,0,0,1,299.321
3,2,0,0,3,2,0,0,0,1,1,299.26
3,2,0,0,3,2,0,0,0,2,1,293.803
3,2,0,0,3,2,0,0,0,3,1,300.238
3,2,0,0,3,2,0,0,0,4,1,300.199
3,2,0,0,3,2,0,0,1,0,1,300.419
3,2,0,0,3,2,0,0,1,1,1,297.778
3,2,0,0,3,2,0,0,1,2,1,300.292
3,2,0,0,3,2,0,0,1,3,1,300.184
3,2,0,0,3,2,0,0,1,4,1,299.755
3,2,0,0,3,2,0,0,2,0,1,352.016
3,2,0,0,3,2,0,0,2,1,1,352.519
3,2,0,0,3,2,0,0,2,2,1,352.343
3,2,0,0,3,2,0,0,2,3,1,350.499
3,2,0,0,3,2,0,0,2,4,1,351.565
3,2,0,0,3,2,0,0,3,0,1,487.691
3,2,0,0,3,2,0,0,3,1,1,489.636
3,2,0,0,3,2,0,0,3,2,1,489.968
3,2,0,0,3,2,0,0,3,3,1,493.909
3,2,0,0,3,2,0,0,3,4,1,490.06
3,2,0,0,3,2,0,0,4,0,1,791.692
3,2,0,0,3,2,0,0,4,1,1,791.582
3,2,0,0,3,2,0,0,4,2,1,790.451
3,2,0,0,3,2,0,0,4,3,1,790.671
3,2,0,0,3,2,0,0,4,4,1,799.717
3,2,0,0,3,2,0,0,5,0,1,698.262
3,2,0,0,3,2,0,0,5,1,1,700.681
