producer_cpu,consumer_cpu,producer_socket,consumer_socket,producer_core,consumer_core,producer_smt,consumer_smt,width,round,pinned,throughput_mps,effective_transfers,calibration_millis
0,18,0,0,0,2,0,0,0,1,1,335.420028991,33748680,2.135573
0,18,0,0,0,2,0,0,0,2,1,313.377232314,33748680,2.135573
0,18,0,0,0,2,0,0,0,3,1,330.186653744,33748680,2.135573
0,18,0,0,0,2,0,0,0,4,1,328.904744418,33748680,2.135573
0,19,0,0,0,3,0,0,0,0,1,276.902015795,26958120,2.67354
0,19,0,0,0,3,0,0,0,1,1,274.292709412,26958120,2.67354
0,19,0,0,0,3,0,0,0,2,1,279.836395155,26958120,2.67354
0,19,0,0,0,3,0,0,0,3,1,281.22420845,26958120,2.67354
0,19,0,0,0,3,0,0,0,4,1,274.301888876,26958120,2.67354
0,20,0,0,0,4,0,0,0,0,1,330.06438298,26275200,2.742967
0,20,0,0,0,4,0,0,0,1,1,338.425284554,26275200,2.742967
0,20,0,0,0,4,0,0,0,2,1,329.244550214,26275200,2.742967
0,20,0,0,0,4,0,0,0,3,1,327.459451326,26275200,2.742967
0,20,0,0,0,4,0,0,0,4,1,321.854116466,26275200,2.742967
0,21,0,0,0,5,0,0,0,0,1,302.736732227,24303720,2.965473
0,21,0,0,0,5,0,0,0,1,1,327.531522105,24303720,2.965473
0,21,0,0,0,5,0,0,0,2,1,299.910714328,24303720,2.965473
0,21,0,0,0,5,0,0,0,3,1,349.1296245,24303720,2.965473
0,21,0,0,0,5,0,0,0,4,1,326.423968778,24303720,2.965473
0,22,0,0,0,6,0,0,0,0,1,329.144744803,31608360,2.280191
0,22,0,0,0,6,0,0,0,1,1,325.439014887,31608360,2.280191
0,22,0,0,0,6,0,0,0,2,1,340.519563072,31608360,2.280191
0,22,0,0,0,6,0,0,0,3,1,315.934939973,31608360,2.280191
0,22,0,0,0,6,0,0,0,4,1,311.380125361,31608360,2.280191
0,23,0,0,0,7,0,0,0,0,1,256.855944016,31763760,2.26904
0,23,0,0,0,7,0,0,0,1,1,347.604755436,31763760,2.26904
0,23,0,0,0,7,0,0,0,2,1,342.145403395,31763760,2.26904
0,23,0,0,0,7,0,0,0,3,1,340.48983763,31763760,2.26904
0,23,0,0,0,7,0,0,0,4,1,287.643426386,31763760,2.26904
0,24,0,1,0,0,0,0,0,0,1,135.251189867,16077600,4.482904
0,24,0,1,0,0,0,0,0,1,1,83.9673992405,16077600,4.482904
0,24,0,1,0,0,0,0,0,2,1,104.3202844,16077600,4.482904
0,24,0,1,0,0,0,0,0,3,1,149.739166286,16077600,4.482904
0,24,0,1,0,0,0,0,0,4,1,95.0259239924,16077600,4.482904
0,25,0,1,0,1,0,0,0,0,1,91.3448961415,16577400,4.347708
0,25,0,1,0,1,0,0,0,1,1,97.0441084832,16577400,4.347708
0,25,0,1,0,1,0,0,0,2,1,100.855481707,16577400,4.347708
