producer_cpu,consumer_cpu,producer_socket,consumer_socket,producer_core,consumer_core,producer_smt,consumer_smt,width,round,pinned,throughput_mps,effective_transfers,calibration_millis
16,18,0,0,0,2,0,0,0,16,1,347.617329455,166393920,2.165707
16,18,0,0,0,2,0,0,0,17,1,385.026687779,166393920,2.165707
16,18,0,0,0,2,0,0,0,18,1,343.598818804,166393920,2.165707
16,18,0,0,0,2,0,0,0,19,1,385.597040531,166393920,2.165707
16,18,0,0,0,2,0,0,0,20,1,343.590174205,166393920,2.165707
16,18,0,0,0,2,0,0,0,21,1,390.099114022,166393920,2.165707
16,18,0,0,0,2,0,0,0,22,1,343.117580738,166393920,2.165707
16,18,0,0,0,2,0,0,0,23,1,388.214446372,166393920,2.165707
16,18,0,0,0,2,0,0,0,24,1,378.71733121,166393920,2.165707
16,18,0,0,0,2,0,0,0,25,1,352.394342322,166393920,2.165707
16,18,0,0,0,2,0,0,0,26,1,388.24922466,166393920,2.165707
16,18,0,0,0,2,0,0,0,27,1,344.512026619,166393920,2.165707
16,18,0,0,0,2,0,0,0,28,1,380.646083865,166393920,2.165707
16,18,0,0,0,2,0,0,0,29,1,345.554846187,166393920,2.165707
16,18,0,0,0,2,0,0,0,30,1,389.079849611,166393920,2.165707
16,18,0,0,0,2,0,0,0,31,1,340.455060227,166393920,2.165707
16,18,0,0,0,2,0,0,0,32,1,379.768407941,166393920,2.165707
16,18,0,0,0,2,0,0,0,33,1,341.064616719,166393920,2.165707
16,18,0,0,0,2,0,0,0,34,1,376.853873713,166393920,2.165707
16,18,0,0,0,2,0,0,0,35,1,338.375156912,166393920,2.165707
16,18,0,0,0,2,0,0,0,36,1,380.645591879,166393920,2.165707
16,18,0,0,0,2,0,0,0,37,1,377.30958639,166393920,2.165707
16,18,0,0,0,2,0,0,0,38,1,344.920278341,166393920,2.165707
16,18,0,0,0,2,0,0,0,39,1,377.826474921,166393920,2.165707
16,18,0,0,0,2,0,0,0,40,1,350.638196637,166393920,2.165707
16,18,0,0,0,2,0,0,0,41,1,381.316770026,166393920,2.165707
16,18,0,0,0,2,0,0,0,42,1,347.051168249,166393920,2.165707
16,18,0,0,0,2,0,0,0,43,1,388.474251015,166393920,2.165707
16,18,0,0,0,2,0,0,0,44,1,349.321100809,166393920,2.165707
16,18,0,0,0,2,0,0,0,45,1,378.200199449,166393920,2.165707
16,18,0,0,0,2,0,0,0,46,1,341.109519876,166393920,2.165707
16,18,0,0,0,2,0,0,0,47,1,375.347808883,166393920,2.165707
17,16,0,0,1,0,0,0,0,0,1,408.634019814,153858600,2.34216
17,16,0,0,1,0,0,0,0,1,1,354.965965754,153858600,2.34216
17,16,0,0,1,0,0,0,0,2,1,399.380642361,153858600,2.34216
17,16,0,0,1,0,0,0,0,3,1,393.5292803,153858600,2.34216
17,16,0,0,1,0,0,0,0,4,1,357.805842332,153858600,2.34216
17,16,0,0,1,0,0,0,0,5,1,401.145390275,153858600,2.34216
17,16,0,0,1,0,0,0,0,6,1,345.513604921,153858600,2.34216
17,16,0,0,1,0,0,0,0,7,1,393.818944923,153858600,2.34216
17,16,0,0,1,0,0,0,0,8,1,394.896108462,153858600,2.34216
17,16,0,0,1,0,0,0,0,9,1,356.533618299,153858600,2.34216
17,16,0,0,1,0,0,0,0,10,1,387.970033654,153858600,2.34216
17,16,0,0,1,0,0,0,0,11,1,353.893282567,153858600,2.34216
17,16,0,0,1,0,0,0,0,12,1,402.953039385,153858600,2.34216
17,16,0,0,1,0,0,0,0,13,1,353.054690549,153858600,2.34216
17,16,0,0,1,0,0,0,0,14,1,400.937735864,153858600,2.34216
17,16,0,0,1,0,0,0,0,15,1,393.777141511,153858600,2.34216
17,16,0,0,1,0,0,0,0,16,1,348.733222183,153858600,2.34216
17,16,0,0,1,0,0,0,0,17,1,412.890534003,153858600,2.34216
17,16,0,0,1,0,0,0,0,18,1,356.724950534,153858600,2.34216
17,16,0,0,1,0,0,0,0,19,1,406.20169125,153858600,2.34216
17,16,0,0,1,0,0,0,0,20,1,405.378780911,153858600,2.34216
17,16,0,0,1,0,0,0,0,21,1,355.175064938,153858600,2.34216
17,16,0,0,1,0,0,0,0,22,1,403.905935621,153858600,2.34216
17,16,0,0,1,0,0,0,0,23,1,354.351739319,153858600,2.34216
17,16,0,0,1,0,0,0,0,24,1,398.770088139,153858600,2.34216
17,16,0,0,1,0,0,0,0,25,1,404.842401229,153858600,2.34216
17,16,0,0,1,0,0,0,0,26,1,357.218795269,153858600,2.34216
17,16,0,0,1,0,0,0,0,27,1,398.316505382,153858600,2.34216
17,16,0,0,1,0,0,0,0,28,1,362.570279148,153858600,2.34216
17,16,0,0,1,0,0,0,0,29,1,396.983945215,153858600,2.34216
17,16,0,0,1,0,0,0,0,30,1,388.421343697,153858600,2.34216
17,16,0,0,1,0,0,0,0,31,1,351.085619965,153858600,2.34216
17,16,0,0,1,0,0,0,0,32,1,401.36435488,153858600,2.34216
17,16,0,0,1,0,0,0,0,33,1,353.229273742,153858600,2.34216
17,16,0,0,1,0,0,0,0,34,1,397.985381015,153858600,2.34216
17,16,0,0,1,0,0,0,0,35,1,401.981328767,153858600,2.34216
17,16,0,0,1,0,0,0,0,36,1,358.16117671,153858600,2.34216
17,16,0,0,1,0,0,0,0,37,1,412.282948477,153858600,2.34216
17,16,0,0,1,0,0,0,0,38,1,351.091641379,153858600,2.34216
17,16,0,0,1,0,0,0,0,39,1,410.700874761,153858600,2.34216
17,16,0,0,1,0,0,0,0,40,1,414.830982648,153858600,2.34216
17,16,0,0,1,0,0,0,0,41,1,355.237090869,153858600,2.34216
17,16,0,0,1,0,0,0,0,42,1,406.524418534,153858600,2.34216
17,16,0,0,1,0,0,0,0,43,1,351.251400433,153858600,2.34216
17,16,0,0,1,0,0,0,0,44,1,414.69037275,153858600,2.34216
17,16,0,0,1,0,0,0,0,45,1,410.7987659,153858600,2.34216
17,16,0,0,1,0,0,0,0,46,1,362.098851641,153858600,2.34216
17,16,0,0,1,0,0,0,0,47,1,417.232213862,153858600,2.34216
17,18,0,0,1,2,0,0,0,0,1,355.662923602,189173880,1.904922
17,18,0,0,1,2,0,0,0,1,1,382.469586543,189173880,1.904922
17,18,0,0,1,2,0,0,0,2,1,346.577157439,189173880,1.904922
17,18,0,0,1,2,0,0,0,3,1,388.296394334,189173880,1.904922
17,18,0,0,1,2,0,0,0,4,1,340.170189534,189173880,1.904922
17,18,0,0,1,2,0,0,0,5,1,375.978235375,189173880,1.904922
17,18,0,0,1,2,0,0,0,6,1,334.753366672,189173880,1.904922
17,18,0,0,1,2,0,0,0,7,1,381.942589906,189173880,1.904922
17,18,0,0,1,2,0,0,0,8,1,344.057066782,189173880,1.904922
17,18,0,0,1,2,0,0,0,9,1,372.718384033,189173880,1.904922
17,18,0,0,1,2,0,0,0,10,1,348.026144994,189173880,1.904922
17,18,0,0,1,2,0,0,0,11,1,347.508125033,189173880,1.904922
17,18,0,0,1,2,0,0,0,12,1,374.698203247,189173880,1.904922
17,18,0,0,1,2,0,0,0,13,1,342.74627589,189173880,1.904922
17,18,0,0,1,2,0,0,0,14,1,389.410182085,189173880,1.904922
17,18,0,0,1,2,0,0,0,15,1,342.296972358,189173880,1.904922
17,18,0,0,1,2,0,0,0,16,1,384.586241883,189173880,1.904922
17,18,0,0,1,2,0,0,0,17,1,338.04172839,189173880,1.904922
17,18,0,0,1,2,0,0,0,18,1,384.064648321,189173880,1.904922
17,18,0,0,1,2,0,0,0,19,1,347.688331074,189173880,1.904922
17,18,0,0,1,2,0,0,0,20,1,383.535784895,189173880,1.904922
17,18,0,0,1,2,0,0,0,21,1,345.22469914,189173880,1.904922
17,18,0,0,1,2,0,0,0,22,1,377.533647952,189173880,1.904922
17,18,0,0,1,2,0,0,0,23,1,340.028241303,189173880,1.904922
17,18,0,0,1,2,0,0,0,24,1,368.508896027,189173880,1.904922
17,18,0,0,1,2,0,0,0,25,1,340.569507708,189173880,1.904922
17,18,0,0,1,2,0,0,0,26,1,377.849892135,189173880,1.904922
17,18,0,0,1,2,0,0,0,27,1,336.57268184,189173880,1.904922
17,18,0,0,1,2,0,0,0,28,1,371.682662496,189173880,1.904922
17,18,0,0,1,2,0,0,0,29,1,353.274464514,189173880,1.904922
17,18,0,0,1,2,0,0,0,30,1,339.430607137,189173880,1.904922
17,18,0,0,1,2,0,0,0,31,1,389.35969394,189173880,1.904922
17,18,0,0,1,2,0,0,0,32,1,348.379187976,189173880,1.904922
17,18,0,0,1,2,0,0,0,33,1,387.937521213,189173880,1.904922
17,18,0,0,1,2,0,0,0,34,1,348.828438072,189173880,1.904922
17,18,0,0,1,2,0,0,0,35,1,380.451741067,189173880,1.904922
17,18,0,0,1,2,0,0,0,36,1,340.20327906,189173880,1.904922
17,18,0,0,1,2,0,0,0,37,1,386.362324051,189173880,1.904922
17,18,0,0,1,2,0,0,0,38,1,343.819341609,189173880,1.904922
17,18,0,0,1,2,0,0,0,39,1,394.087503768,189173880,1.904922
17,18,0,0,1,2,0,0,0,40,1,346.500864187,189173880,1.904922
17,18,0,0,1,2,0,0,0,41,1,385.067117275,189173880,1.904922
17,18,0,0,1,2,0,0,0,42,1,349.922066942,189173880,1.904922
17,18,0,0,1,2,0,0,0,43,1,396.982155578,189173880,1.904922
17,18,0,0,1,2,0,0,0,44,1,346.219401395,189173880,1.904922
17,18,0,0,1,2,0,0,0,45,1,392.754785545,189173880,1.904922
17,18,0,0,1,2,0,0,0,46,1,353.229027802,189173880,1.904922
17,18,0,0,1,2,0,0,0,47,1,379.834971926,189173880,1.904922
18,16,0,0,2,0,0,0,0,0,1,366.984959307,177374400,2.031638
18,16,0,0,2,0,0,0,0,1,1,392.348827143,177374400,2.031638
18,16,0,0,2,0,0,0,0,2,1,360.835931856,177374400,2.031638
18,16,0,0,2,0,0,0,0,3,1,423.699550605,177374400,2.031638
18,16,0,0,2,0,0,0,0,4,1,372.735021879,177374400,2.031638
18,16,0,0,2,0,0,0,0,5,1,407.718081698,177374400,2.031638
18,16,0,0,2,0,0,0,0,6,1,404.838588751,177374400,2.031638
18,16,0,0,2,0,0,0,0,7,1,363.317314046,177374400,2.031638
18,16,0,0,2,0,0,0,0,8,1,393.932227002,177374400,2.031638
18,16,0,0,2,0,0,0,0,9,1,357.924623667,177374400,2.031638
18,16,0,0,2,0,0,0,0,10,1,416.884465789,177374400,2.031638
18,16,0,0,2,0,0,0,0,11,1,371.594229946,177374400,2.031638
18,16,0,0,2,0,0,0,0,12,1,396.652211363,177374400,2.031638
18,16,0,0,2,0,0,0,0,13,1,361.110080512,177374400,2.031638
18,16,0,0,2,0,0,0,0,14,1,399.07091073,177374400,2.031638
18,16,0,0,2,0,0,0,0,15,1,370.296120301,177374400,2.031638
18,16,0,0,2,0,0,0,0,16,1,402.79378853,177374400,2.031638
18,16,0,0,2,0,0,0,0,17,1,360.163522163,177374400,2.031638
18,16,0,0,2,0,0,0,0,18,1,410.984478574,177374400,2.031638
18,16,0,0,2,0,0,0,0,19,1,401.397492132,177374400,2.031638
18,16,0,0,2,0,0,0,0,20,1,374.512174469,177374400,2.031638
18,16,0,0,2,0,0,0,0,21,1,410.788489304,177374400,2.031638
18,16,0,0,2,0,0,0,0,22,1,352.599746855,177374400,2.031638
18,16,0,0,2,0,0,0,0,23,1,416.611361982,177374400,2.031638
18,16,0,0,2,0,0,0,0,24,1,355.355704189,177374400,2.031638
18,16,0,0,2,0,0,0,0,25,1,403.624465526,177374400,2.031638
18,16,0,0,2,0,0,0,0,26,1,358.446314967,177374400,2.031638
18,16,0,0,2,0,0,0,0,27,1,383.47201757,177374400,2.031638
18,16,0,0,2,0,0,0,0,28,1,359.016098375,177374400,2.031638
18,16,0,0,2,0,0,0,0,29,1,402.636149221,177374400,2.031638
18,16,0,0,2,0,0,0,0,30,1,354.616405384,177374400,2.031638
18,16,0,0,2,0,0,0,0,31,1,396.200008794,177374400,2.031638
18,16,0,0,2,0,0,0,0,32,1,351.475151302,177374400,2.031638
18,16,0,0,2,0,0,0,0,33,1,396.017814023,177374400,2.031638
18,16,0,0,2,0,0,0,0,34,1,386.775613925,177374400,2.031638
18,16,0,0,2,0,0,0,0,35,1,371.07647202,177374400,2.031638
18,16,0,0,2,0,0,0,0,36,1,401.631796961,177374400,2.031638
18,16,0,0,2,0,0,0,0,37,1,351.360258477,177374400,2.031638
18,16,0,0,2,0,0,0,0,38,1,410.353257779,177374400,2.031638
18,16,0,0,2,0,0,0,0,39,1,339.26642293,177374400,2.031638
18,16,0,0,2,0,0,0,0,40,1,411.972143533,177374400,2.031638
18,16,0,0,2,0,0,0,0,41,1,353.826214422,177374400,2.031638
18,16,0,0,2,0,0,0,0,42,1,392.195719458,177374400,2.031638
18,16,0,0,2,0,0,0,0,43,1,359.331276307,177374400,2.031638
18,16,0,0,2,0,0,0,0,44,1,408.893319979,177374400,2.031638
18,16,0,0,2,0,0,0,0,45,1,362.904612288,177374400,2.031638
18,16,0,0,2,0,0,0,0,46,1,412.487895314,177374400,2.031638
18,16,0,0,2,0,0,0,0,47,1,360.242809044,177374400,2.031638
18,17,0,0,2,1,0,0,0,0,1,397.497914694,183208200,1.966947
18,17,0,0,2,1,0,0,0,1,1,346.453864157,183208200,1.966947
18,17,0,0,2,1,0,0,0,2,1,382.943179112,183208200,1.966947
18,17,0,0,2,1,0,0,0,3,1,365.722465029,183208200,1.966947
18,17,0,0,2,1,0,0,0,4,1,383.381556822,183208200,1.966947
18,17,0,0,2,1,0,0,0,5,1,343.301356,183208200,1.966947
18,17,0,0,2,1,0,0,0,6,1,386.545504338,183208200,1.966947
18,17,0,0,2,1,0,0,0,7,1,341.190636771,183208200,1.966947
18,17,0,0,2,1,0,0,0,8,1,384.233610693,183208200,1.966947
18,17,0,0,2,1,0,0,0,9,1,346.361229311,183208200,1.966947
18,17,0,0,2,1,0,0,0,10,1,388.30185436,183208200,1.966947
18,17,0,0,2,1,0,0,0,11,1,363.700949067,183208200,1.966947
18,17,0,0,2,1,0,0,0,12,1,404.625456161,183208200,1.966947
18,17,0,0,2,1,0,0,0,13,1,342.535679711,183208200,1.966947
18,17,0,0,2,1,0,0,0,14,1,388.921915816,183208200,1.966947
18,17,0,0,2,1,0,0,0,15,1,339.655782281,183208200,1.966947
18,17,0,0,2,1,0,0,0,16,1,408.861728632,183208200,1.966947
18,17,0,0,2,1,0,0,0,17,1,347.172157781,183208200,1.966947
18,17,0,0,2,1,0,0,0,18,1,376.786240063,183208200,1.966947
18,17,0,0,2,1,0,0,0,19,1,347.86133383,183208200,1.966947
18,17,0,0,2,1,0,0,0,20,1,388.497337714,183208200,1.966947
18,17,0,0,2,1,0,0,0,21,1,346.751376962,183208200,1.966947
18,17,0,0,2,1,0,0,0,22,1,392.069847712,183208200,1.966947
18,17,0,0,2,1,0,0,0,23,1,349.452563572,183208200,1.966947
18,17,0,0,2,1,0,0,0,24,1,371.187379779,183208200,1.966947
18,17,0,0,2,1,0,0,0,25,1,347.721870787,183208200,1.966947
18,17,0,0,2,1,0,0,0,26,1,407.603391476,183208200,1.966947
18,17,0,0,2,1,0,0,0,27,1,395.122353499,183208200,1.966947
18,17,0,0,2,1,0,0,0,28,1,339.324536287,183208200,1.966947
18,17,0,0,2,1,0,0,0,29,1,346.862921961,183208200,1.966947
18,17,0,0,2,1,0,0,0,30,1,390.14274452,183208200,1.966947
18,17,0,0,2,1,0,0,0,31,1,354.516334598,183208200,1.966947
18,17,0,0,2,1,0,0,0,32,1,385.797896355,183208200,1.966947
18,17,0,0,2,1,0,0,0,33,1,348.603677285,183208200,1.966947
18,17,0,0,2,1,0,0,0,34,1,395.594095223,183208200,1.966947
18,17,0,0,2,1,0,0,0,35,1,339.988481327,183208200,1.966947
18,17,0,0,2,1,0,0,0,36,1,386.766846168,183208200,1.966947
18,17,0,0,2,1,0,0,0,37,1,347.727710232,183208200,1.966947
18,17,0,0,2,1,0,0,0,38,1,390.275024534,183208200,1.966947
18,17,0,0,2,1,0,0,0,39,1,346.262020351,183208200,1.966947
18,17,0,0,2,1,0,0,0,40,1,401.035473653,183208200,1.966947
18,17,0,0,2,1,0,0,0,41,1,383.413663725,183208200,1.966947
18,17,0,0,2,1,0,0,0,42,1,348.93390816,183208200,1.966947
18,17,0,0,2,1,0,0,0,43,1,389.287227844,183208200,1.966947
18,17,0,0,2,1,0,0,0,44,1,343.667686586,183208200,1.966947
18,17,0,0,2,1,0,0,0,45,1,343.07804334,183208200,1.966947
18,17,0,0,2,1,0,0,0,46,1,386.086208184,183208200,1.966947
18,17,0,0,2,1,0,0,0,47,1,349.267995262,183208200,1.966947
